"","ano","limite.inferior","limite.superior","genero"
"991",1995,3.39486449889672,3.41479377104377,"Thriller"
"992",1996,3.33795163411388,3.41553548622514,"Thriller"
"993",1997,3.31795269822444,3.4186320754717,"Thriller"
"994",1998,3.32748357963875,3.43816489361702,"Thriller"
"995",1999,3.3398021179326,3.41128230247435,"Thriller"
"996",2000,3.3393644379133,3.39644465513155,"Thriller"
"997",2001,3.31481989159902,3.41323804677504,"Thriller"
"998",2002,3.34088284357757,3.41810618520734,"Thriller"
"999",2003,3.3411081645773,3.42241851365013,"Thriller"
"1000",2004,3.31764797646639,3.4155569656607,"Thriller"
"1001",2005,3.35420140410837,3.42948717948718,"Thriller"
"1002",2006,3.32764884041702,3.37333333333333,"Thriller"
"1003",2007,3.34615384615385,3.45093264133786,"Thriller"
"1004",2008,3.34195837275307,3.37749765551536,"Thriller"
"1005",2009,3.33333333333333,3.43775083113684,"Thriller"
"1006",2010,3.30866587875417,3.46733108372129,"Thriller"
"1007",2011,3.33403361344538,3.43660552021808,"Thriller"
"1008",2012,3.36310850439883,3.40547445255474,"Thriller"
"1009",2013,3.34046692607004,3.42917967874979,"Thriller"
"1010",2014,3.33733395478909,3.42089357080225,"Thriller"
"1011",2015,3.32128644949731,3.44314066761121,"Thriller"
"1012",1915,3.32146816598036,3.41277200029571,"War"
"1013",1925,3.3482905982906,3.42920578533367,"War"
"1014",1926,3.33052383166198,3.40099627814089,"War"
"1015",1927,3.35409291191063,3.41085336418831,"War"
"1016",1930,3.31975074128985,3.38474138067352,"War"
"1017",1932,3.33663366336634,3.45426897875438,"War"
"1018",1933,3.32916338806621,3.35125600565812,"War"
"1019",1937,3.32464473450891,3.45866816832965,"War"
"1020",1938,3.36041083099907,3.41015252621544,"War"
"1021",1939,3.29862577615398,3.41533370969765,"War"
"1022",1940,3.35113424402364,3.44784345682348,"War"
"1023",1941,3.32906231799651,3.40898273093571,"War"
"1024",1942,3.32080924855491,3.41334374612209,"War"
"1025",1943,3.34076326435952,3.37653190590224,"War"
"1026",1944,3.34384739282391,3.44235200283588,"War"
"1027",1945,3.35029834273199,3.41916342262855,"War"
"1028",1946,3.33030303030303,3.44736842105263,"War"
"1029",1949,3.3185595567867,3.42991938438989,"War"
"1030",1951,3.33052383166198,3.40399693088485,"War"
"1031",1952,3.30569886554465,3.43992911899857,"War"
"1032",1953,3.32115850454353,3.44362745098039,"War"
"1033",1954,3.32150776053215,3.38328573629434,"War"
"1034",1955,3.33833710946088,3.43625,"War"
"1035",1956,3.31245861222835,3.42885532591415,"War"
"1036",1957,3.33057851239669,3.4299224768419,"War"
"1037",1958,3.34772406842976,3.40855488850772,"War"
"1038",1959,3.34026845637584,3.43564091953214,"War"
"1039",1960,3.32365057330352,3.40199436705488,"War"
"1040",1961,3.34429106372176,3.41554566123532,"War"
"1041",1962,3.30456637637815,3.45400946514025,"War"
"1042",1963,3.32025375939849,3.44340555484307,"War"
"1043",1964,3.37281795511222,3.42086956521739,"War"
"1044",1965,3.36404945763018,3.42197802197802,"War"
"1045",1966,3.35609256242565,3.41760178803999,"War"
"1046",1967,3.31554931554932,3.44404225456157,"War"
"1047",1968,3.30781631331182,3.3755077494972,"War"
"1048",1969,3.35611308743681,3.44820839209856,"War"
"1049",1970,3.3344327176781,3.45666131621188,"War"
"1050",1971,3.32800641413123,3.42354104601565,"War"
"1051",1972,3.34916114846401,3.4375,"War"
"1052",1975,3.35420358842286,3.42168674698795,"War"
"1053",1976,3.36527886881383,3.42647273471288,"War"
"1054",1977,3.31853087760371,3.40609407547353,"War"
"1055",1978,3.3406862745098,3.37984488872972,"War"
"1056",1979,3.35561660429333,3.43444855279898,"War"
"1057",1980,3.30854804996681,3.43638470846779,"War"
"1058",1981,3.28957239309827,3.42715529714197,"War"
"1059",1982,3.40380806118327,3.40667161777448,"War"
"1060",1983,3.33910826214349,3.41288149147474,"War"
"1061",1984,3.35603357728274,3.40390177590097,"War"
"1062",1985,3.32133159214809,3.4448275862069,"War"
"1063",1986,3.32229681509595,3.42361111111111,"War"
"1064",1987,3.32194398981633,3.42626262626263,"War"
"1065",1988,3.33803501945525,3.39719903895055,"War"
"1066",1989,3.34391890007807,3.42361111111111,"War"
"1067",1990,3.36616381816068,3.41863297986637,"War"
"1068",1991,3.34596462983071,3.4081156716418,"War"
"1069",1992,3.34270833333334,3.44642857142857,"War"
"1070",1993,3.34285714285714,3.44114714908379,"War"
"1071",1994,3.31598560502213,3.4204066709057,"War"
"1072",1995,3.335322223681,3.45181612573217,"War"
"1073",1996,3.35727025874291,3.43408806380826,"War"
"1074",1997,3.33272905387544,3.41527722837553,"War"
"1075",1998,3.33043166220927,3.40132033907061,"War"
"1076",1999,3.33411654135338,3.42449841605069,"War"
"1077",2000,3.3491773308958,3.44075247323485,"War"
"1078",2001,3.33611111111111,3.4046431046431,"War"
"1079",2002,3.30573663624511,3.45198818967982,"War"
"1080",2003,3.35569728014486,3.4405500085443,"War"
"1081",2004,3.30456435129049,3.38321680267356,"War"
"1082",2005,3.34354905458934,3.37224283652855,"War"
"1083",2006,3.34920634920635,3.38370984455958,"War"
"1084",2007,3.32316309397959,3.41522988505747,"War"
"1085",2008,3.31907894736842,3.39605063386107,"War"
"1086",2009,3.31951457962814,3.42370199515627,"War"
"1087",2010,3.34055469462887,3.4212455934195,"War"
"1088",2011,3.33390662172878,3.42905347886069,"War"
"1089",2012,3.30564275555864,3.4131256442561,"War"
"1090",2013,3.32401311465065,3.38911704312115,"War"
"1091",2014,3.35297166060881,3.45256998942506,"War"
"1092",1939,3.34383437040127,3.38049250396658,"Western"
"1093",1940,3.32297551789077,3.41617455041843,"Western"
"1094",1943,3.37003058103976,3.42144452449568,"Western"
"1095",1946,3.37438293370945,3.39994896033017,"Western"
"1096",1947,3.36229314420804,3.45811242960787,"Western"
"1097",1948,3.38928571428571,3.41536458333333,"Western"
"1098",1949,3.34018264840183,3.42079933747186,"Western"
"1099",1950,3.34191829484902,3.4119280453351,"Western"
"1100",1952,3.34200732282498,3.44852440380735,"Western"
"1101",1953,3.31026001405481,3.4049987055185,"Western"
"1102",1954,3.33732499429803,3.42038904899135,"Western"
"1103",1955,3.32521087160262,3.46239476145931,"Western"
"1104",1956,3.32215036378335,3.39593160346104,"Western"
"1105",1957,3.34689031285337,3.40028235772165,"Western"
"1106",1958,3.31333333333333,3.42971887550201,"Western"
"1107",1959,3.30976362771706,3.41098370587836,"Western"
"1108",1960,3.34057971014493,3.38126564157962,"Western"
"1109",1961,3.32625462820477,3.40601503759398,"Western"
"1110",1962,3.36278477674773,3.42100533530648,"Western"
"1111",1963,3.31843575418994,3.42586750788644,"Western"
"1112",1964,3.31516768292683,3.41040843214756,"Western"
"1113",1965,3.3211940849132,3.43128803245436,"Western"
"1114",1966,3.35141622039702,3.41659983961507,"Western"
"1115",1967,3.31143740340031,3.46017699115044,"Western"
"1116",1968,3.34056866383882,3.4354027853313,"Western"
"1117",1969,3.35759351059035,3.39901410042938,"Western"
"1118",1970,3.30969081783822,3.37373598247398,"Western"
"1119",1971,3.35556237427607,3.42960822219185,"Western"
"1120",1972,3.37481497145274,3.39163822525597,"Western"
"1121",1973,3.33131067961165,3.4114911989826,"Western"
"1122",1974,3.30684326710817,3.42540333441069,"Western"
"1123",1975,3.35505287631344,3.40010546350723,"Western"
"1124",1976,3.36256942317717,3.42971887550201,"Western"
"1125",1978,3.34297520661157,3.43426974180792,"Western"
"1126",1979,3.33472222222222,3.46522234891676,"Western"
"1127",1980,3.3908659685144,3.40757749712974,"Western"
"1128",1982,3.37161356999828,3.45073746312684,"Western"
"1129",1983,3.34974032402863,3.42429544560299,"Western"
"1130",1985,3.33294117647059,3.42647058823529,"Western"
"1131",1986,3.37605737039102,3.38487392069516,"Western"
"1132",1987,3.35926449787836,3.41689660570836,"Western"
"1133",1988,3.37196667873959,3.43377385496183,"Western"
"1134",1989,3.3640727124183,3.4501556633816,"Western"
"1135",1990,3.3355837682567,3.42586750788644,"Western"
"1136",1991,3.36139692747068,3.43963035622792,"Western"
"1137",1992,3.32146816598036,3.4269821976274,"Western"
"1138",1993,3.31046981285265,3.42690017886316,"Western"
"1139",1994,3.3251248908641,3.41516610315947,"Western"
"1140",1995,3.3105362540669,3.40542129665008,"Western"
"1141",1996,3.32025375939849,3.42748427669413,"Western"
"1142",1998,3.34025263951735,3.44040762463494,"Western"
"1143",1999,3.31949553336837,3.42512762045625,"Western"
"1144",2000,3.33476658476658,3.39891135303266,"Western"
"1145",2001,3.35415797874635,3.42873586052164,"Western"
"1146",2003,3.32407770800627,3.40697984568745,"Western"
"1147",2004,3.37822014051522,3.43128803245436,"Western"
"1148",2005,3.33144936016811,3.41757105551708,"Western"
"1149",2006,3.32009752088662,3.42656670748311,"Western"
"1150",2007,3.30622595313047,3.42333101996867,"Western"
"1151",2008,3.3735897088878,3.42936670700518,"Western"
"1152",2010,3.31727021886886,3.40818144888443,"Western"
"1153",2011,3.3354385148159,3.40186074429772,"Western"
"1154",2012,3.34115772852874,3.40797903726089,"Western"
"1155",2013,3.36047107744012,3.43391685332676,"Western"
"1156",2014,3.34785459996253,3.40878874856487,"Western"
"1157",2015,3.34063526834611,3.43273549667411,"Western"
